511.5	652.5	1.275	14.415
521.5	687.5	1.3175	12.5625
501.75	669.75	1.335	13.9475
519.5	654	1.255	15.65
497.5	641	1.29	16.5
514	662.5	1.29	13.325
526.5	679.5	1.295	13.84
525	668.3333333	1.273333333	13.04
539.3333333	681	1.263333333	12.68333333
516.6666667	667.3333333	1.29	12.50666667
532.6666667	673.3333333	1.263333333	11.16666667
506.6666667	653	1.293333333	13.02666667
534.3333333	676	1.266666667	12.26
502.5	657.5	1.305	13.29
522	668.5	1.285	13.84
506.5	654.5	1.295	14.39
518	665	1.28	12.9
496	619.5	1.25	13.685
515.5	633	1.23	13.255
500.5	681	1.36	14.16
486.5	672	1.38	15.975
486	634	1.306666667	16.23666667
502	641.3333333	1.276666667	15.13
509.5	650.5	1.275	12.86
509.5	653.5	1.28	12.9
499.25	630.75	1.265	14.85
509.5	635.75	1.2475	14
519.5	660.5	1.27	14.25
529	662	1.25	13.25
489	634	1.296666667	15.53666667
507	642.6666667	1.266666667	14.65333333
503.6666667	638.6666667	1.266666667	15.07666667
507.3333333	643.3333333	1.266666667	13.77666667
512	650.3333333	1.27	13.90333333
515	650.3333333	1.263333333	13.00333333
534	678	1.27	15.05
551	688	1.25	13.96
537.5	683	1.27	13.46
547.5	693	1.27	15.21
492.6666667	618.6666667	1.26	15.13666667
505	632	1.253333333	15.23333333
491.6666667	628.3333333	1.28	14.45333333
511	645.6666667	1.263333333	13.42
530	669	1.26	14.3
519	664	1.28	14.55
492.5	650	1.32	15.085
497.5	655	1.315	13.6
490.3333333	624.6666667	1.273333333	13.94333333
508.3333333	640.3333333	1.263333333	13.33666667
527	653	1.24	12.825
521	660	1.27	13.415
533.3333333	679.3333333	1.273333333	12
551.3333333	698.3333333	1.263333333	12.78666667
523.5	667.5	1.275	13.165
536.5	684.5	1.275	13.025
505.5	635.5	1.255	16.445
495.5	626	1.265	16.685
509	648.5	1.275	16.475
496.5	636	1.28	16.75
500	635.5	1.27	16.25
499	637	1.28	16.5
535.5	672	1.255	14.3
510	652	1.275	16
494	625.5	1.265	15
510	638	1.255	14.615
507.6666667	680	1.34	13.35
491.6666667	666.6666667	1.356666667	14.21
496.5	637.5	1.28	17
503	643.5	1.28	16.75
513.5	653	1.275	16.41
521	659.5	1.265	15.44
506.5	653.5	1.29	14.335
496	642	1.295	15.75
513	662	1.29	15.91
515.5	665.5	1.29	16.75
498	630.5	1.265	16.25
508	638.5	1.255	15.895
493.5	634	1.28	17
507.5	643.5	1.27	17.75
468.3333333	622.3333333	1.326666667	17.41666667
478	629.6666667	1.316666667	17.16666667
514.5	667	1.295	15.175
507.5	662.5	1.305	15.315
536.5	690	1.285	14.965
527.5	681	1.29	14.92
520.5	676.5	1.3	15.39
504.5	662	1.315	14.405
500	656	1.31	14.825
489.5	647.5	1.32	16
509	675.5	1.33	14.555
500.5	666.5	1.335	15.5
473.5	625.5	1.32	15.25
469	621	1.325	15.75
504.5	645.5	1.28	14.5
489.5	637.5	1.3	17
521.5	666.5	1.28	15.75
511.5	664.5	1.3	14.97
534.5	679	1.27	15.49
522.5	669.5	1.28	15.535
487	638	1.31	14.045
483	633.5	1.31	15
507	669	1.315	13.49
491.5	661.5	1.345	14.3
504	671.5	1.335	14.83
496.5	663.5	1.335	16
499	660.5	1.325	15.75
486.5	652	1.34	15
539.5	708	1.31	14.6
527	700.5	1.33	14.355
533.3333333	713	1.336666667	14.04333333
527.6666667	709	1.343333333	14.6
569.5	728.5	1.28	14.335
552.5	720.5	1.305	14.395
609	714	1.17	12.6
603	713	1.18	12.5
612	701	1.15	13
613	700	1.14	13.2
605	703	1.16	12.25
605	703	1.16	12.8
521	700	1.34	13.67
522	715	1.37	13.5
611	752	1.23	11
599	737	1.23	10.5
605	712	1.18	12.35
609	716	1.18	12.5
661	789	1.19	11.69
646	778	1.2	11.72
635	726	1.14	12
631	721	1.14	11.6
605.5	736.5	1.22	11
607.5	738.5	1.215	11.25
598	713	1.19	11.2
586	705	1.2	12
599	696	1.16	13.14
597	695	1.16	13.58
623	724	1.16	12.05
609	706	1.16	12.5
634	720	1.14	11.5
636	719	1.13	11.8
623	724	1.16	12.1
625	727	1.16	12.16
634	723	1.14	12.3
622	717	1.15	11.9
603	710	1.18	12
604	712	1.18	12.55
601	690	1.15	12.4
592	682	1.15	12.7
611	708.5	1.16	11.725
603.5	706	1.17	11.625
603	693	1.15	11.8
591	682	1.15	12
605	705	1.17	11.92
597	696	1.16	12.36
613	701	1.14	13
609	695	1.14	12.77
598	691	1.16	13.42
591	684	1.16	13.72
598	691	1.16	12.19
588	678	1.15	13.5
602	701	1.16	12.45
603	695	1.15	11.84
628	737	1.17	11.7
620	731	1.18	12.62
642	745	1.16	13
621	730	1.18	12.42
594	717	1.21	12.45
590	707	1.2	12.2
587	727	1.24	12.15
588	726	1.24	12.25
586	705	1.2	12.5
584	709	1.22	12.55
587	701	1.19	11.7
589	702	1.19	12.5
591	723	1.22	11.65
576	696	1.21	12.5
617	731	1.19	12.3
594	714	1.2	12.55
575	703	1.22	13
565	686	1.21	11.92
636	756	1.19	11.83
618	739	1.2	12.23
619	735	1.19	12.5
617	739	1.2	12.67
623	725	1.16	12.12
604	716	1.19	11.84
629	731	1.16	12.45
601	706	1.18	13.56
631	735	1.17	11.83
626	727	1.16	13.61
632	725	1.15	11.81
627	713	1.14	12.05
643	735	1.14	12.92
622	713	1.15	12.34
606	696	1.15	13.25
605	703	1.16	13.83
605	699	1.16	14
601	698	1.16	14.12
604	705	1.17	11.93
605	694	1.15	13.07
617	711	1.15	12.08
629	721	1.15	12.15
635	722	1.14	11.5
649	728	1.12	11.54
639	731	1.14	11.6
630	724	1.15	11.5
616	744	1.21	11
601	732	1.22	11
584	730	1.25	12.5
582	728	1.25	13.45
587	711	1.21	11.65
584	709	1.21	12.65
577	708	1.23	11
578	708	1.22	11.5
586.5	735.5	1.255	12
581.5	729	1.255	12.25
524.3333333	661.3333333	1.26	14.58333333
530.6666667	665	1.253333333	14.38333333
616	750	1.22	12.8
507.25	650	1.2825	13.82
529	671	1.2675	14.2725
618	756	1.22	14.75
613	750	1.22	14
546.5	699	1.28	13.21
534.5	694.5	1.3	13.44
543.6666667	668.3333333	1.23	13.42
549.6666667	673.3333333	1.226666667	14.44
631	748	1.19	13.72
623	744	1.19	13.6
502.4	640.7	1.276	14.958
578	710	1.23	12.34
576	702	1.22	11.28
569	717	1.26	11.67
591	737	1.25	12.95
591	702	1.19	13.17
550	674	1.22	13.5
604	723	1.2	13.44
609	726	1.19	13.33
609	737	1.21	11.55
619	737	1.19	11.94
617	736	1.19	13.57
609	727	1.19	12.12
624	747	1.2	12.5
587	732	1.25	12.25
533	677	1.27	12.575
524.5	672.5	1.28	13.595
618	732	1.18	13.22
605	726	1.2	12.5
541	698	1.29	14.86
528	686.5	1.3	14.295
526	674.8	1.284	14.744
530.6	674.8	1.272	14.378
539	678.5	1.26	14.25
519	663	1.275	15.595
523.5	678	1.295	13.82
527	677	1.285	14.055
513.5	661.5	1.29	14.315
528	674	1.275	16.185
538	684.5	1.27	15.835
523	678	1.295	13.53
537.5	672.5	1.25	14.25
527	665.5	1.265	15.05
525	674	1.285	13.705
523.5	672.5	1.29	13.58
518.5	675	1.305	13.705
517	663	1.285	14.44
506.5	652	1.285	14.41
509.5	645	1.265	14.87
508	675	1.33	13.655
515	682	1.32	13.545
518	663	1.285	13
515	656	1.275	13.5
520	692.5	1.33	14.025
531	696.5	1.31	14.245
517.3	661.1	1.278	14.02
521.7777778	675.6666667	1.294444444	15.53888889
527.5	686.5	1.3	14.525
533	689	1.295	14.825
530.5	688	1.295	14.795
531.5	690.5	1.3	14.995
493.6666667	649.3333333	1.316666667	14.17333333
508.3333333	665.3333333	1.306666667	13.90333333
499	648.6666667	1.3	14.65
501	659.5	1.315	14.305
530.2	677.6	1.278	14.836
540	690	1.276	14.454
544.1428571	680.1428571	1.248571429	15.32428571
527.8571429	667.7142857	1.264285714	16.62571429
493.8571429	661.2857143	1.34	17.80285714
497.7142857	669.7142857	1.345714286	18.14142857
518.6666667	665.3333333	1.281666667	17.31166667
516.8333333	666.8333333	1.291666667	16.71
547	687.6	1.258	15.138
538.4	678.4	1.26	15.382
523	670	1.28	14.11333333
536.6666667	678	1.263333333	14.48666667
507.5	667	1.315	14.275
518.5	676	1.305	14.825
622	733	1.18	12.55
517.5	677	1.31	13.15
528	686.5	1.3	14.515
540	688	1.275	15.04
541	687.5	1.27	16
528.3333333	705	1.333333333	13.92
532.6666667	714	1.34	15.04
512.6666667	676.3333333	1.32	14.93333333
513	672.3333333	1.31	14.99
508.25	647	1.2725	16.2925
512.5	651.75	1.2725	15.845
517	668.5	1.295	15
524	673.5	1.285	15.615
500.5	647.25	1.295	16.1925
513.75	660.5	1.285	15.4525
500.5	654.5	1.305	14.695
502.5	660	1.31	15.46
513.5	689	1.34	15.09
511.5	698	1.365	14.25
533.75	693.75	1.3	14.79
538.5	699.75	1.3	14.5775
519.3333333	673.6666667	1.296666667	13.88666667
518	677	1.306666667	13.84666667
499	642.5	1.29	14.62
502.5	643.5	1.285	15.165
499.5	653.5	1.31	14.955
508.5	648.5	1.275	15.035
531.5	685	1.29	14.74
527	686.5	1.3	14.805
511	650.5	1.27	15.125
517.5	659.5	1.275	15.14
505.5	662	1.31	14.19
515	676	1.315	14.14
496.5	653.5	1.32	15.75
508.5	664.5	1.305	15
510.5	656.5	1.283333333	15.10833333
514.5	659.5	1.281666667	15.64333333
505	647	1.28	14.35
512	660	1.29	14.22
502.75	642.75	1.2775	14.85
516.5	657	1.2725	15.2025
519.6666667	669	1.286666667	14.09
526.6666667	673.6666667	1.276666667	14.99333333
511.8	629.2	1.36	15.33
513.5	644.3333333	1.383333333	14.65833333
530	681	1.2825	14.9225
531	680.25	1.2825	13.69
515.75	616.5	1.195	14.6825
507.375	628.5	1.23875	15.45125
507	654.6666667	1.29	15.16666667
515	664.6666667	1.293333333	14.76
514.5	674	1.31	14.615
531	677.5	1.28	14.365
500.4	642.2	1.282	14.696
508.8	649.6	1.274	15.852
502.8888889	637.6666667	1.271111111	14.92777778
516.6666667	650	1.256666667	15.05777778
497.5	631.1666667	1.27	14.78666667
513.4	637.8	1.242	15.46
518.5	670.5	1.295	14.3
522.5	675	1.29	14.2
501.5	650	1.295	14.3125
520	669.25	1.2875	14.6575
516.6666667	673.6666667	1.303333333	15.56
534	683.6666667	1.28	13.91666667
505.25	652.75	1.295	15.2275
519.5	663.75	1.2775	14.655
507.2	637.2	1.256	14.152
508.6	643.4	1.264	15.258
504	643.6666667	1.276666667	14.58
516	652.3333333	1.263333333	15.16666667
506.25	648.25	1.2825	16.065
527.6666667	672.3333333	1.276666667	15.37333333
497.6666667	639	1.28	15.72
450	643.3333333	1.49	14.45333333
509	674.5	1.325	13.31
523.5	684	1.31	13.36
513.6666667	703.3333333	1.37	14.85
530	715	1.35	14.11666667
505	642.3333333	1.273333333	14.46
514.3333333	652.6666667	1.27	14.41333333
501.3333333	643.3333333	1.283333333	13.74333333
516.3333333	650.6666667	1.256666667	14.31
531	656	1.24	14.31
609	701	1.15	9.34
642	730	1.14	8.05
555	680	1.23	13.24
534	665	1.25	10.9
615	722	1.17	8.06
658	765	1.16	9.65
600	710	1.18	8
624	738	1.18	9
575	680	1.18	12.3
587	693	1.18	14.25
579	690	1.19	13.3
568	677	1.19	11
566.5	673.5	1.19	11.19
572.5	684.5	1.195	11.96
559	662	1.18	11.85
558	666	1.19	11.03
552	688	1.24	11.95
550	677	1.23	11.92
557	672	1.21	12.05
544	675	1.24	12
544	648	1.19	10.8
573	682	1.19	15.06
503	640.6666667	1.273333333	15.45333333
499.6666667	640	1.28	15.21666667
529	679	1.285	16
509	669	1.315	15.25
578	716	1.24	13.17
604	730	1.21	12.48
515.5	655	1.27	16.29
505.5	658	1.3	15.915
514.5	663	1.29	14.725
490.5	650	1.325	16.225
542.3333333	665	1.226666667	13.98333333
516.3333333	644	1.246666667	15.5
534	682.5	1.28	15.165
525	681.5	1.295	15.75
526	664.5	1.265	14.125
524	660.5	1.26	14.675
538	686.5	1.275	14.125
518	678	1.31	15.75
528.5	663	1.255	15.67
493	645.5	1.31	15.525
515	659	1.28	14.58
495	654.5	1.32	15.325
511.6666667	660	1.29	14.81
478.6666667	642.3333333	1.34	15.51666667
542.5	683	1.255	13.635
517	657.5	1.27	14.82
546	681.5	1.25	14
532.5	663.5	1.245	13.2625
566	688.3333333	1.216666667	11.85
535	659	1.23	12.43333333
535	669.6	1.248	14.15
516.2	652	1.264	15.308
520	664.3333333	1.28	15.67
509	654.3333333	1.286666667	15.61666667
489.6666667	641.6666667	1.31	15.85333333
485.3333333	637	1.313333333	16.1
533.5	683	1.28	14.575
530	676	1.275	15.855
509	650.5	1.275	15.05
516	653.5	1.265	15.875
530	674.5	1.275	14.8
523	671.5	1.285	14.665
519.5	656	1.265	15.75
507	655.5	1.295	16.69
537.5	685.5	1.275	15.925
519.5	679	1.305	16.25
501.5	653	1.305	14.835
488	648.5	1.33	16.75
519.4285714	666.4285714	1.284285714	12.25857143
528	671.4285714	1.272857143	12.88142857
542	676	1.25	15.5
523.6666667	661.3333333	1.263333333	15.66666667
531	672.5	1.265	15.5
512.5	669	1.305	14.75
524	662.5	1.265	15.05
502	645	1.285	14.46
518.5	660.5	1.275	14.545
534	665	1.245	15.515
502.3333333	649	1.29	15
489	636.6666667	1.3	16.66666667
530	666	1.26	14.05
516.3333333	657.3333333	1.27	14
500	635.3333333	1.27	15.61666667
504	640.3333333	1.27	14.96
520.5	670	1.285	14.095
511.5	663.5	1.295	15.415
501.5	647	1.29	14.495
523.5	666.5	1.275	15.87
516	660	1.28	13.475
507.5	654	1.29	15.35
512.5	666.5	1.3	15.56
520.5	673	1.295	15.155
589	713	1.21	12.08
599	717	1.2	13
500	642.5	1.285	15.5525
465.5	621.75	1.3375	16.7775
523.5	692	1.32	15.8
536	699	1.305	15.475
531.6666667	671.3333333	1.266666667	14.75666667
459.6666667	627.6666667	1.366666667	16.71
509.6666667	642.3333333	1.263333333	15.78333333
514.3333333	650.6666667	1.263333333	15.49666667
517.5	649.5	1.255	15.465
498.5	643	1.29	14.915
530	680.5	1.285	14.925
529.5	694	1.31	15.35
516.5	654	1.265	15.055
526	663.5	1.26	14.995
600	722	1.2	12.33
614	735	1.2	13
507.5	663.5	1.31	15.435
520.5	669.5	1.29	14.81
515	661	1.285	15.795
510.5	653.5	1.28	13.995
512.5	685	1.34	15.325
523.5	681.5	1.305	14.085
504.5	679.5	1.35	15.375
521.5	692.5	1.33	15.965
488	654	1.335	14.34
507	672.5	1.33	16.22
512.3333333	656	1.28	14.11
528	690	1.31	14.75
522.5	660.5	1.265	15.415
538.5	679	1.26	14.835
505.5	648.5	1.285	15.555
518.5	660.5	1.275	14.1
499.6666667	645	1.29	15.37333333
514	645	1.256666667	13.42
518	666.5	1.29	13.815
525.5	663	1.26	13.225
516	654.5	1.265	15.175
527	665	1.26	13.89
524	660	1.26	15.06
518	661.5	1.275	12.46
522	663	1.27	13.975
528.5	669.5	1.27	14.105
511	650.5	1.27	16.355
515	651	1.265	16.265
517.5	657	1.27	14.715
515	648	1.26	15.025
527	665	1.26	17.525
520.5	656.5	1.26	14.66
601	722	1.2	12.87
605	723	1.2	12.31
593	705	1.19	12.82
628	740	1.18	13.15
615	740	1.2	14.5
600	729	1.22	14
642	758	1.18	11.74
631	747	1.18	11.52
614	719	1.17	12.22
611	715	1.17	11.67
614	712	1.16	11.44
634	723	1.14	11.44
630	757	1.2	11.73
621	733	1.18	13.05
648	752	1.16	11.99
630	741	1.18	12.58
642	739	1.15	11.28
641	737	1.15	11.65
639	750	1.17	12.58
646	758	1.17	12.64
638	756	1.19	11.68
638	755	1.18	11.9
619	720	1.16	12.71
621	719	1.16	12.4
623	727	1.17	13.45
617	720	1.17	13.8
623	731	1.17	13.48
630	743	1.18	13.56
619	733	1.18	12.95
618	730	1.18	13.03
626	728	1.16	13.27
628	725	1.15	11.92
603	715	1.19	14.17
616	731	1.19	14.325
537.3333333	680.6666667	1.266666667	12.81333333
543.3333333	675	1.243333333	13.04666667
508	647	1.27	14.69
501.6666667	652	1.295	14.15333333
509.5	657.5	1.29	14.945
500	658	1.32	14.685
518	671	1.29	13.78
529	680	1.28	12.89
514	662	1.29	12.5
531	685	1.29	12.96
514.3333333	674.6666667	1.313333333	12.45
529.6666667	689.3333333	1.303333333	12.93
526	693	1.315	11.985
525.6666667	696	1.323333333	13.21
509	672	1.32	13.88
522	682	1.31	13.33
497	651	1.31	13.94
529	689	1.3	13.3
506	672	1.33	13.15
494.5	662.5	1.34	14.145
519	676	1.3	14.76
505	669	1.32	14.96
500	666	1.33	13.94
512	682	1.33	13.48
514	681	1.34	14.855
518	686	1.33	14.005
486	645.3333333	1.326666667	14.87666667
487.3333333	642	1.316666667	14.95666667
540	692.4444444	1.28	12.66222222
554.2	696.2	1.256	12.668
531.2857143	684.7142857	1.29	11.62
533.1666667	684.8333333	1.285	12.21333333
540.6666667	677	1.253333333	10.09
542.6666667	688.3333333	1.266666667	11.62
527.3333333	661	1.25	13.62666667
522.6666667	662	1.266666667	13.44
534	676.6666667	1.266666667	11.97666667
527.3333333	662	1.253333333	11.11666667
521	676.5	1.3	15.275
520	681	1.31	17.21
485.3333333	647	1.336666667	15.98
532.6666667	678.3333333	1.27	15.85333333
520	642	1.233333333	16.51333333
529.3333333	651.6666667	1.23	17.7
510.7142857	597.4285714	1.304285714	16.68071429
512	601.1428571	1.315	17.30071429
541.3333333	682.6666667	1.263333333	15.75333333
533	675.5	1.265	16.74
479	603.8333333	1.261666667	18.535
462.3333333	596	1.29	19.68166667
485.5	613.5	1.265	19.16666667
496.6	620.4	1.252	18.524
505.3333333	662.3333333	1.313333333	17.23
504.6666667	668	1.323333333	16.59333333
516	659.5	1.28	18.19
510	648.5	1.27	17.775
508	679.5	1.335	17.165
496.5	671.5	1.35	16.915
479.5	617.5	1.285	18.46
480	618	1.285	18.14
520.2	641.4	1.232	15.572
528.8	649.6	1.228	16.582
525.75	663.75	1.2625	14.995
533.25	665.75	1.2475	15.83
505	643.5	1.273333333	18.21
485.3333333	630.3333333	1.298333333	18.48
485.8	607.4	1.25	20.044
470.8	606.2	1.288	19.346
478	607.8	1.272	18.968
488.4	617.2	1.264	18.898
520.4	660.4	1.27	16.454
516.8	661.8	1.282	16.328
513	679.5	1.325	16.75
508.5	683	1.345	17.39
522.5	665.5	1.275	16.665
508.3333333	651.3333333	1.283333333	16.35666667
532.6666667	669	1.256666667	16.96333333
489.6666667	632.6666667	1.29	17.17666667
523.6666667	652.6666667	1.246666667	17.02666667
472	657	1.39	16.5
484	661	1.36	15.695
527	719	1.36	17.5
508	691	1.36	17.2
502	683	1.36	15
525	707	1.35	14.67
492	668	1.36	17.75
475	639	1.35	17.65
489	675.5	1.385	16.75
490	666	1.365	16.79
542	727	1.34	14
550	747	1.36	14.1
501	678	1.35	14.305
516	690	1.34	15.5
494	666	1.35	14.67
510	689	1.35	15.5
513	686	1.34	15
529	710	1.34	15
501	693	1.38	15.5
509	710	1.39	15
511	693	1.36	16
520	723	1.39	14.75
459	639	1.39	17.5
467	651	1.39	17.39
531	738	1.39	14.67
551	746	1.35	13.94
504	687	1.36	15.21
486	682	1.4	15.85
490	675	1.375	17.5
487.5	668	1.37	16.75
454	625	1.38	16
463	636	1.38	17.5
528	731	1.38	17.5
510	692	1.36	16.5
505.5	701.5	1.4	17.5
497	684.5	1.405	17
483	658.5	1.365	18.16
480.5	662	1.375	17.275
507	697	1.38	18.1
494	670	1.36	18.5
519	720	1.39	15.22
511	706	1.38	15
481	662	1.37	18
489	660	1.35	17.5
481.3333333	671	1.393333333	16.92
476.6666667	676.3333333	1.42	16.69
477.5	663	1.39	16.575
472	655	1.39	15.7
481.5	672.5	1.4	17.3
478	667	1.4	16.6
484.3333333	673	1.39	17.01
470.3333333	661.3333333	1.406666667	16.23666667
482	672.5	1.395	16.925
476	661.5	1.39	16.9
473.6666667	665	1.4	16.72333333
476	663.6666667	1.393333333	17.82666667
477.75	675.75	1.4125	16.6975
463.6666667	650.3333333	1.403333333	17.58333333
455	642.6666667	1.413333333	18.33333333
472.5	660.5	1.4	16.335
472.5	660	1.395	17.075
482.5	679	1.41	17.135
481	671	1.395	16.85
491	679	1.385	17.62
491	674	1.37	17.01
491	688.5	1.405	15.155
480	675.5	1.405	16.37
493	688.5	1.395	17.19
481	677	1.405	17.135
473	651.5	1.38	16.39
475	667	1.405	16.665
475	666	1.4	17.35
472	660.5	1.4	17.415
467.5	659.5	1.41	16.56
482	660.5	1.37	17.41
480	659	1.375	17.405
480	661.5	1.375	18.395
472	645	1.37	16.5
487	656	1.35	17
504	691	1.37	16
494	678	1.37	17
511	692	1.36	18
491	681	1.39	17.5
495	666	1.34	18.5
499	667	1.34	18
537	734	1.37	14.81
533	729	1.37	15
512	711	1.39	17
505	705	1.4	16.5
458	638	1.39	17.5
466	648	1.39	17.5
489	682	1.39	17
491	679	1.38	17.5
506	703	1.39	16.5
500	689	1.38	14.5
489	677	1.38	15.6
500	671	1.34	15.58
490	660	1.35	16.5
498	674	1.35	16.25
559	773	1.38	14.5
565	784	1.39	14.39
504	687	1.36	17.5
500	680	1.36	17
491	675	1.37	16
515	693	1.35	16.5
496	680	1.37	16.5
517	689	1.33	17
483	668	1.38	16.5
483	654	1.35	17.5
467	632	1.35	17.5
475	646	1.36	16
506	697	1.38	14.93
504	697	1.38	14.72
534	724	1.35	14
514	713	1.39	14
496	681.5	1.375	17.67
505	690.5	1.365	17.695
502	698.5	1.39	16.24
500.5	704.5	1.405	16.72
473.6666667	651.5	1.376666667	17.16666667
471.6666667	648.3333333	1.376666667	14.55
496	685.5	1.38	15.46
502.5	683.5	1.36	15.46
460.5	631.5	1.375	15.74
462	630.5	1.365	17.795
479	671.4	1.404	17.406
478.2	656.4	1.372	17.104
474.6666667	642.6666667	1.353333333	19.12333333
475.3333333	645.6666667	1.36	18.63333333
492.25	675.75	1.3725	15.655
480.25	657.25	1.3675	16.8725
494	670	1.36	15.41
490.5	658.5	1.34	17.95
487	687	1.41	16
498	686	1.38	16
494.3333333	676.3333333	1.373333333	16.08333333
483.6666667	658.6666667	1.356666667	15.58666667
469	645.3333333	1.376666667	18.21333333
