113	0.357	0.124	0.249	0.508	0.011	0.003	0.053	0.005	0.029	0.186	0.02	0.003	1030.326531	931.0204082	403.4836066	6.631147541	45.81967213
113	0.357	0.124	0.249	0.508	0.011	0.003	0.053	0.005	0.029	0.186	0.02	0.003	1033.375	931.4583333	418.9795918	6.12244898	45.59183673
113	0.357	0.124	0.249	0.508	0.011	0.003	0.053	0.005	0.029	0.186	0.02	0.003	1033.375	931.4583333	418.9795918	6.775510204	39.04081633
113	0.354	0.123	0.269	0.509	0.011	0.004	0.063	0.007	0.041	0.153	0.024	0.003	1019.057971	924	433.4345238	5.988095238	45.64880952
113	0.354	0.123	0.269	0.509	0.011	0.004	0.063	0.007	0.041	0.153	0.024	0.003	1019.057971	924	433.4345238	6	37.39880952
113	0.363	0.102	0.209	0.467	0.011	0.002	0.073	0.004	0.03	0.155	0.015	0.002	994.5098039	909.745098	425.3	10.10833333	42.51666667
113	0.363	0.102	0.209	0.467	0.011	0.002	0.073	0.004	0.03	0.155	0.015	0.002	994.5098039	909.745098	425.3	9.316666667	41.61666667
129	0.363	0.102	0.209	0.467	0.011	0.002	0.073	0.004	0.03	0.155	0.015	0.002	1034.789474	932	425.725	6.1	44.125
129	0.363	0.102	0.209	0.467	0.011	0.002	0.073	0.004	0.03	0.155	0.015	0.002	1034.789474	932	425.725	7.025	39.125
113	0.362	0.118	0.259	0.486	0.01	0.002	0.066	0.005	0.042	0.148	0.013	0.002	1051.136364	944.3787879	436.0320513	8.942307692	42.51282051
113	0.362	0.118	0.259	0.486	0.01	0.002	0.066	0.005	0.042	0.148	0.013	0.002	1051.136364	944.3787879	436.0320513	8.467948718	41.03846154
113	0.367	0.108	0.22	0.48	0.01	0.002	0.064	0.005	0.032	0.172	0.014	0.002	1019.338462	932.5076923	418.8	10.14	42.64666667
113	0.367	0.108	0.22	0.48	0.01	0.002	0.064	0.005	0.032	0.172	0.014	0.002	1019.338462	932.5076923	418.8	9.346666667	41.7
113	0.347	0.12	0.239	0.546	0.012	0.003	0.063	0.005	0.034	0.176	0.017	0.003	1030.716418	939.3731343	419.4771242	9.529411765	41.93464052
113	0.347	0.12	0.239	0.546	0.012	0.003	0.063	0.005	0.034	0.176	0.017	0.003	1030.716418	939.3731343	419.4771242	9.359477124	41.74509804
129	0.348	0.123	0.281	0.583	0.009	0.003	0.065	0.004	0.035	0.13	0.018	0.003	1023.758621	925.4137931	395.9848485	14.71212121	52.34848485
129	0.348	0.123	0.281	0.583	0.009	0.003	0.065	0.004	0.035	0.13	0.018	0.003	1023.758621	925.4137931	395.9848485	11.07575758	44.21212121
199	0.342	0.123	0.301	0.567	0.009	0.003	0.066	0.006	0.042	0.121	0.018	0.003	1040.786885	926.6721311	364.9520958	9	44.13173653
199	0.342	0.123	0.301	0.567	0.009	0.003	0.066	0.006	0.042	0.121	0.018	0.003	1040.786885	926.6721311	364.9520958	8.820359281	44
129	0.374	0.104	0.253	0.479	0.009	0.001	0.067	0.003	0.027	0.104	0.021	0.002	1001.603448	916.6896552	418.4632353	14.75	52.44852941
129	0.374	0.104	0.253	0.479	0.009	0.001	0.067	0.003	0.027	0.104	0.021	0.002	1001.603448	916.6896552	418.4632353	11.18382353	44.31617647
199	0.339	0.123	0.248	0.561	0.011	0.004	0.062	0.004	0.038	0.145	0.019	0.003	1017.885246	915.0819672	372.7670455	9	44.10227273
199	0.339	0.123	0.248	0.561	0.011	0.004	0.062	0.004	0.038	0.145	0.019	0.003	1017.885246	915.0819672	372.7670455	8.829545455	44
129	0.363	0.132	0.243	0.495	0.01	0.002	0.074	0.003	0.029	0.134	0.028	0.002	1023.80303	927.5454545	400.6870748	14.65306122	52.69387755
129	0.363	0.132	0.243	0.495	0.01	0.002	0.074	0.003	0.029	0.134	0.028	0.002	1023.80303	927.5454545	400.6870748	10.8707483	44.57142857
199	0.341	0.118	0.306	0.539	0.01	0.002	0.061	0.006	0.036	0.125	0.026	0.002	1060.608696	939.7101449	361.8611111	8.933333333	43.95555556
199	0.341	0.118	0.306	0.539	0.01	0.002	0.061	0.006	0.036	0.125	0.026	0.002	1060.608696	939.7101449	361.8611111	8.983333333	43.65
129	0.372	0.122	0.206	0.514	0.009	0.002	0.055	0.005	0.037	0.121	0.03	0.002	999.530303	914.4393939	429.7739726	14.71232877	52.1369863
129	0.372	0.122	0.206	0.514	0.009	0.002	0.055	0.005	0.037	0.121	0.03	0.002	999.530303	914.4393939	429.7739726	11.08219178	44.19178082
129	0.345	0.217	0.226	0.632	0.029	0.003	0.057	0.011	0.04	0.14	0.026	0.004	1045.526316	944.3157895	430.28	14.688	52.232
