   9.1090200e-02   4.6317200e-02   3.0584200e-02   2.8286700e-02   2.5847600e-02   2.2543100e-02   1.9946500e-02   1.5919900e-02   1.5884400e-02   1.6789900e-02   1.5860900e-02   1.4725000e-02   1.5150700e-02   1.5049200e-02   1.3634400e-02   1.3476000e-02   1.3658600e-02   1.3757600e-02   1.3575900e-02   1.5439800e-02   1.4422700e-02   1.4383200e-02   1.5156900e-02   1.4316000e-02   1.5130600e-02
   8.3047200e-02   4.5866800e-02   3.6443100e-02   2.4935700e-02   2.1702000e-02   2.0595300e-02   1.8199200e-02   1.4747300e-02   1.7382100e-02   2.4575100e-02   2.1871700e-02   1.4901500e-02   1.4196800e-02   1.5145100e-02   1.4442300e-02   1.4861500e-02   1.5431000e-02   1.4865200e-02   1.4268100e-02   1.4564300e-02   1.3543000e-02   1.8444900e-02   2.0099200e-02   2.6047900e-02   2.8504400e-02
   8.3444100e-02   4.4775100e-02   3.0910400e-02   2.5521200e-02   2.6588700e-02   2.9725200e-02   2.1164400e-02   1.5648000e-02   1.7757200e-02   1.3505800e-02   1.5216400e-02   1.4747300e-02   1.3598600e-02   1.4187100e-02   1.5940100e-02   2.0165800e-02   1.4212800e-02   1.7102400e-02   1.3537100e-02   1.5460100e-02   1.4078800e-02   1.4236700e-02   1.3748500e-02   1.3840600e-02   1.4189900e-02
   1.0521070e-01   4.4422800e-02   2.9963000e-02   2.5074200e-02   2.5323600e-02   2.1320700e-02   2.6527000e-02   2.5172100e-02   2.4003300e-02   1.5622200e-02   2.3735200e-02   1.9126800e-02   1.5000600e-02   2.2040600e-02   1.3628800e-02   1.5378000e-02   2.5238100e-02   1.9473300e-02   1.4795900e-02   1.5000200e-02   1.5577400e-02   1.4221700e-02   1.4436100e-02   1.6123900e-02   1.5265400e-02
   1.1358300e-01   5.1990300e-02   2.9945900e-02   2.6092800e-02   3.3473200e-02   2.0618100e-02   2.0783500e-02   1.8072300e-02   2.5397500e-02   1.5188000e-02   1.4743700e-02   1.3920100e-02   1.3521100e-02   1.3024900e-02   1.3831700e-02   1.3693100e-02   1.3421700e-02   1.3046700e-02   1.3325200e-02   1.4177500e-02   1.4067600e-02   1.5795300e-02   1.5078900e-02   1.6706800e-02   1.5139700e-02
   8.0575800e-02   5.5532900e-02   3.2328700e-02   2.4353600e-02   2.2851800e-02   2.2624200e-02   2.2486300e-02   1.6481200e-02   1.5884200e-02   1.5447500e-02   2.1485000e-02   1.3612700e-02   1.4545000e-02   1.8904700e-02   2.1749100e-02   1.4045200e-02   1.4523700e-02   2.6395400e-02   2.4410600e-02   2.4289400e-02   1.8221300e-02   1.3856400e-02   1.4482900e-02   1.3880400e-02   1.4323900e-02
   8.0750700e-02   4.5172200e-02   2.9713600e-02   2.6722900e-02   2.0753900e-02   2.0180800e-02   1.9080800e-02   1.7748400e-02   1.5450300e-02   1.4422100e-02   1.5027000e-02   1.4711300e-02   1.3631800e-02   1.4754400e-02   1.3832900e-02   1.3552800e-02   1.2982100e-02   1.4284100e-02   1.4407400e-02   1.3758900e-02   1.5629600e-02   1.5997500e-02   1.5554300e-02   1.5538000e-02   1.5282400e-02
   8.1399600e-02   4.4982500e-02   3.5383300e-02   2.4733400e-02   2.4352000e-02   1.9883600e-02   1.8890600e-02   2.4195500e-02   1.7680700e-02   1.5837600e-02   2.2136700e-02   1.4776800e-02   1.3107200e-02   1.4106100e-02   1.3385500e-02   1.7569500e-02   1.3072700e-02   1.4069900e-02   1.3350300e-02   1.3931700e-02   1.4737700e-02   1.4282000e-02   1.4570900e-02   1.4842300e-02   1.4251500e-02
   8.2274700e-02   4.4029100e-02   3.6546600e-02   2.8258700e-02   2.4672600e-02   1.8452000e-02   1.8764500e-02   1.7125400e-02   1.5101600e-02   1.4760300e-02   1.3369500e-02   1.3636000e-02   1.3722500e-02   1.4656700e-02   1.3896100e-02   1.5698800e-02   1.3137300e-02   1.2793800e-02   1.4372500e-02   1.3717100e-02   1.3544100e-02   1.4128100e-02   1.4079400e-02   1.3842000e-02   1.4870800e-02
   7.9088100e-02   4.3642500e-02   3.0118900e-02   2.7711700e-02   2.4870800e-02   1.8635200e-02   1.7436500e-02   1.6441700e-02   1.4223500e-02   2.2133100e-02   1.5308900e-02   1.8453100e-02   1.4611100e-02   1.3594700e-02   1.3823600e-02   1.2830600e-02   1.4469400e-02   1.3925100e-02   1.3650900e-02   1.4627400e-02   1.4026200e-02   1.3291400e-02   1.4044100e-02   1.4687400e-02   1.5012700e-02
