   9.0741677e-01   9.0740360e-01   9.0741096e-01   9.0778962e-01   9.0786564e-01   9.0770148e-01   9.0786586e-01   9.0794840e-01   9.0761334e-01   9.0744507e-01   9.0831361e-01   9.0774813e-01   9.0815580e-01   9.0788878e-01   9.0812834e-01   9.0751049e-01   9.0891343e-01   9.0861940e-01   9.0984726e-01   9.0941055e-01   9.0802273e-01   9.0999925e-01   9.0875988e-01   9.0895332e-01   9.0992863e-01   9.0920828e-01   9.1002769e-01   9.0864158e-01   9.0840330e-01   9.1014803e-01   9.1018769e-01   9.0771792e-01   9.0765229e-01   9.1162513e-01   9.1232967e-01   9.1417837e-01   9.1393446e-01   9.1455843e-01   9.1092292e-01   9.1055568e-01   9.0761854e-01   9.1198339e-01   9.1028327e-01   9.1022421e-01   9.0905630e-01   9.0506146e-01   9.0184568e-01   8.9904598e-01   8.9045724e-01   8.9243854e-01   8.8715410e-01   8.9223456e-01   8.8682510e-01   8.8842953e-01   8.7846143e-01   8.7751891e-01   8.7729376e-01   8.6283744e-01   8.5782101e-01   8.5718506e-01   8.5033268e-01   8.5850926e-01   8.5169537e-01   8.4915782e-01   8.3340828e-01   8.2695699e-01   8.3552745e-01   8.2707739e-01   8.2151529e-01   8.2570009e-01   8.2447937e-01   8.2324709e-01   8.2164786e-01   8.1271172e-01   8.1290983e-01   7.9908601e-01   7.9673238e-01   7.8927582e-01   8.0084475e-01   7.8616739e-01   7.9281084e-01   7.8814019e-01   8.0419813e-01   7.8580139e-01   7.7592487e-01   7.9078478e-01   7.8073172e-01   7.8139606e-01   7.6551568e-01   7.5472506e-01   7.5781683e-01   7.4229102e-01   7.4729388e-01   7.3955226e-01   7.1641453e-01   7.1769194e-01   6.8955654e-01   6.8814093e-01   6.6020915e-01   6.6717228e-01
   8.6591265e-01   8.6604062e-01   8.6589099e-01   8.6609184e-01   8.6628917e-01   8.6615686e-01   8.6664851e-01   8.6634272e-01   8.6666335e-01   8.6644973e-01   8.6653473e-01   8.6681870e-01   8.6636691e-01   8.6634207e-01   8.6555749e-01   8.6653062e-01   8.6613261e-01   8.6637279e-01   8.6569780e-01   8.6609003e-01   8.6702430e-01   8.6555983e-01   8.6870507e-01   8.6663630e-01   8.6540342e-01   8.6704637e-01   8.6815692e-01   8.6453151e-01   8.6516681e-01   8.6531793e-01   8.6616173e-01   8.6602803e-01   8.6392975e-01   8.6732063e-01   8.6597874e-01   8.7049711e-01   8.7319024e-01   8.7896313e-01   8.7827902e-01   8.7031310e-01   8.7503743e-01   8.7176387e-01   8.7051240e-01   8.7079999e-01   8.7332313e-01   8.6544887e-01   8.7187235e-01   8.7011730e-01   8.6216418e-01   8.6417882e-01   8.7014761e-01   8.6097193e-01   8.5494236e-01   8.5573646e-01   8.4252928e-01   8.4012746e-01   8.4699915e-01   8.3159113e-01   8.2985993e-01   8.2803018e-01   8.1960389e-01   8.1125704e-01   8.2364781e-01   8.0322904e-01   8.0602541e-01   8.0095655e-01   8.0126162e-01   7.9031076e-01   7.7637312e-01   7.7540573e-01   7.7971984e-01   7.7559495e-01   7.5032532e-01   7.4919803e-01   7.4207523e-01   7.3626045e-01   7.3470071e-01   7.2958623e-01   7.4189467e-01   7.4477228e-01   7.1901913e-01   7.3510930e-01   7.2814995e-01   7.0857894e-01   7.2337154e-01   7.0872758e-01   7.1669916e-01   7.2112510e-01   7.5096174e-01   7.3875881e-01   7.3858786e-01   7.4902093e-01   7.3273401e-01   7.2770231e-01   7.2791156e-01   6.9459570e-01   7.0626083e-01   7.0466524e-01   6.8783220e-01   6.8193995e-01
   9.1185446e-01   9.1131617e-01   9.1158517e-01   9.1154660e-01   9.1140183e-01   9.1124711e-01   9.1136460e-01   9.1120012e-01   9.1118997e-01   9.1065092e-01   9.1062183e-01   9.1077277e-01   9.1062585e-01   9.0975681e-01   9.1038249e-01   9.1207291e-01   9.1324676e-01   9.1360312e-01   9.1120095e-01   9.1134846e-01   9.0898385e-01   9.1267283e-01   9.1269867e-01   9.1299079e-01   9.1082127e-01   9.1418137e-01   9.1406106e-01   9.1360851e-01   9.1108950e-01   9.1234849e-01   9.1259140e-01   9.1155107e-01   9.1338293e-01   9.1194095e-01   9.1141474e-01   9.1544108e-01   9.1094881e-01   9.0988248e-01   9.1532687e-01   9.1112116e-01   9.0744495e-01   9.0805854e-01   9.1075542e-01   9.0751009e-01   9.0043501e-01   9.1081596e-01   9.0899643e-01   9.0148064e-01   9.0850974e-01   9.0165360e-01   8.9525401e-01   8.9705911e-01   8.9286668e-01   8.8957064e-01   8.9189090e-01   8.8678734e-01   8.8747632e-01   8.8044612e-01   8.7143711e-01   8.7290741e-01   8.5702109e-01   8.6618374e-01   8.6041423e-01   8.5488202e-01   8.5451184e-01   8.5022449e-01   8.4311174e-01   8.3174539e-01   8.3344415e-01   8.2413186e-01   8.2545037e-01   8.1310231e-01   8.1645824e-01   8.0797739e-01   8.1843963e-01   8.0731303e-01   8.0090844e-01   8.1655707e-01   7.9025805e-01   7.9227024e-01   7.9102468e-01   7.8905667e-01   7.7336661e-01   7.6846062e-01   7.9171250e-01   7.7209551e-01   7.7050964e-01   7.7893299e-01   7.8305613e-01   7.9941372e-01   7.8784202e-01   7.9514659e-01   7.8097823e-01   7.7920142e-01   7.7195861e-01   7.8322673e-01   7.7042126e-01   7.6899218e-01   7.5850102e-01   7.4482885e-01
   8.7884229e-01   8.7907789e-01   8.7926292e-01   8.7926152e-01   8.7946150e-01   8.7959665e-01   8.7950588e-01   8.7948890e-01   8.7953331e-01   8.7997854e-01   8.7983471e-01   8.8017034e-01   8.7968814e-01   8.8009067e-01   8.7955312e-01   8.8102935e-01   8.7968925e-01   8.7996076e-01   8.8065490e-01   8.8014822e-01   8.8054552e-01   8.8026300e-01   8.8146494e-01   8.8150211e-01   8.8182565e-01   8.8073682e-01   8.8128059e-01   8.8060612e-01   8.8080077e-01   8.8063651e-01   8.7953529e-01   8.7934150e-01   8.7974214e-01   8.7912016e-01   8.7937823e-01   8.8028951e-01   8.7982131e-01   8.7854157e-01   8.7699185e-01   8.7665057e-01   8.7790063e-01   8.7873875e-01   8.7577993e-01   8.7634269e-01   8.8016741e-01   8.7395059e-01   8.7930621e-01   8.6978893e-01   8.7309072e-01   8.6834666e-01   8.6383893e-01   8.6050569e-01   8.6476060e-01   8.6650801e-01   8.6244830e-01   8.4918854e-01   8.4706603e-01   8.4085416e-01   8.3201717e-01   8.3123161e-01   8.3555608e-01   8.2621175e-01   8.3565973e-01   8.2510209e-01   8.2143655e-01   8.0650845e-01   8.1641556e-01   8.1720685e-01   8.1798336e-01   8.0604510e-01   8.0766574e-01   7.9919221e-01   8.0995855e-01   7.9006288e-01   8.0192353e-01   7.9710007e-01   7.9594587e-01   7.9548354e-01   7.8831939e-01   7.9571840e-01   7.8721930e-01   7.9368176e-01   7.8552294e-01   7.7774664e-01   7.7283544e-01   7.6928468e-01   7.9261180e-01   7.8905891e-01   7.6759509e-01   7.8119286e-01   7.6367557e-01   7.5744194e-01   7.5657343e-01   7.4427647e-01   7.4236487e-01   7.5072340e-01   7.3981715e-01   7.2039348e-01   7.1016774e-01   7.0963023e-01
   8.7020893e-01   8.7032004e-01   8.7035782e-01   8.7023614e-01   8.7026221e-01   8.7033908e-01   8.7004159e-01   8.7015441e-01   8.7020874e-01   8.7017925e-01   8.6981901e-01   8.7030683e-01   8.7003064e-01   8.6979915e-01   8.7079329e-01   8.7047111e-01   8.7081469e-01   8.7034234e-01   8.7152197e-01   8.7026288e-01   8.7157682e-01   8.7134005e-01   8.7180634e-01   8.7131726e-01   8.7016904e-01   8.7087972e-01   8.7204652e-01   8.7776184e-01   8.7845522e-01   8.7512632e-01   8.7574445e-01   8.7901225e-01   8.7523330e-01   8.8009833e-01   8.7775532e-01   8.7318382e-01   8.7496266e-01   8.7432798e-01   8.7521790e-01   8.7485454e-01   8.7244552e-01   8.7510703e-01   8.7245821e-01   8.6903929e-01   8.6594670e-01   8.6231568e-01   8.6374436e-01   8.6147074e-01   8.5999358e-01   8.5116732e-01   8.5922994e-01   8.4436136e-01   8.6080285e-01   8.5790896e-01   8.5044105e-01   8.5343110e-01   8.5405741e-01   8.5000552e-01   8.4850418e-01   8.5305696e-01   8.4470577e-01   8.3804718e-01   8.4157940e-01   8.2910948e-01   8.2511565e-01   8.3508361e-01   8.2749626e-01   8.3208062e-01   8.2550375e-01   8.1131763e-01   8.0824201e-01   7.8008416e-01   7.7845511e-01   7.7814395e-01   7.8072579e-01   7.7503878e-01   7.7385197e-01   7.7496010e-01   7.8409845e-01   7.7186959e-01   7.7308653e-01   7.7114342e-01   7.5391651e-01   7.4264379e-01   7.3931710e-01   7.3931796e-01   7.4002552e-01   7.3423127e-01   7.2913499e-01   7.2819866e-01   7.1957196e-01   7.3408819e-01   7.4248512e-01   7.4618229e-01   7.0762142e-01   7.0293065e-01   6.9162684e-01   6.6877925e-01   6.5031460e-01   6.4577674e-01
   8.9972800e-01   8.9931901e-01   8.9939482e-01   8.9951954e-01   8.9934673e-01   8.9967720e-01   8.9955621e-01   8.9972975e-01   8.9998370e-01   8.9972867e-01   9.0008971e-01   9.0039602e-01   8.9974050e-01   9.0038119e-01   9.0020715e-01   8.9961863e-01   8.9959067e-01   9.0118580e-01   8.9933195e-01   9.0109627e-01   9.0106687e-01   9.0275025e-01   9.0143345e-01   9.0245239e-01   9.0321781e-01   9.0016115e-01   9.0047518e-01   9.0070174e-01   8.9868917e-01   9.0256801e-01   9.0233617e-01   8.9983502e-01   9.0031186e-01   8.9890957e-01   8.9520037e-01   8.9784623e-01   9.0171388e-01   8.9823786e-01   8.9877968e-01   8.9459789e-01   9.0252553e-01   9.0010722e-01   9.0274463e-01   8.9854202e-01   9.0230867e-01   8.9472407e-01   8.9136664e-01   8.9275055e-01   8.8361771e-01   8.7904600e-01   8.8547255e-01   8.8563552e-01   8.7979395e-01   8.7828651e-01   8.7840557e-01   8.8111315e-01   8.7816410e-01   8.7832691e-01   8.6884484e-01   8.6796846e-01   8.5580112e-01   8.5277901e-01   8.5643170e-01   8.5274222e-01   8.5736499e-01   8.5731613e-01   8.4955414e-01   8.4964728e-01   8.4498770e-01   8.4186026e-01   8.4260950e-01   8.3965523e-01   8.3461395e-01   8.4624288e-01   8.3506883e-01   8.4329539e-01   8.3898197e-01   8.3468522e-01   8.3594941e-01   8.4318039e-01   8.3499026e-01   8.3309936e-01   8.4129186e-01   8.4033689e-01   8.3417090e-01   8.2988035e-01   8.2664007e-01   8.2757937e-01   8.1434416e-01   8.1766784e-01   8.2305639e-01   8.0576511e-01   8.1522661e-01   8.0603378e-01   7.9229326e-01   7.8473011e-01   7.7805413e-01   7.8240450e-01   7.7217930e-01   7.5702768e-01
   8.8572031e-01   8.8558231e-01   8.8564601e-01   8.8584085e-01   8.8625240e-01   8.8611156e-01   8.8617092e-01   8.8676896e-01   8.8662947e-01   8.8670957e-01   8.8547534e-01   8.8652672e-01   8.8610674e-01   8.8643596e-01   8.8640396e-01   8.8568692e-01   8.8635485e-01   8.8696794e-01   8.8677746e-01   8.8661062e-01   8.8693380e-01   8.8757968e-01   8.8814456e-01   8.8797713e-01   8.8768947e-01   8.8826978e-01   8.8855252e-01   8.8902368e-01   8.9215730e-01   8.9172793e-01   8.9006996e-01   8.8735035e-01   8.8730327e-01   8.8857599e-01   8.9007674e-01   8.8705203e-01   8.8918557e-01   8.8966434e-01   8.8694280e-01   8.8414972e-01   8.8447452e-01   8.8733586e-01   8.8895603e-01   8.9035879e-01   8.8705165e-01   8.8157741e-01   8.7963359e-01   8.7051889e-01   8.7599965e-01   8.6331380e-01   8.6620244e-01   8.6012932e-01   8.5585119e-01   8.5762397e-01   8.4975456e-01   8.5005543e-01   8.5298267e-01   8.5163362e-01   8.3078519e-01   8.3233458e-01   8.3629269e-01   8.2536578e-01   8.1872095e-01   8.2295556e-01   8.2765338e-01   8.2269311e-01   7.7479418e-01   7.7143141e-01   7.6197176e-01   7.7044551e-01   7.6450725e-01   7.4790242e-01   7.4783129e-01   7.5138504e-01   7.3445855e-01   7.4265986e-01   7.4247491e-01   7.4854176e-01   7.5181895e-01   7.8461063e-01   7.6837726e-01   7.3177898e-01   7.6249744e-01   7.5403422e-01   7.3410474e-01   6.8878757e-01   7.3962679e-01   7.5361413e-01   7.6616727e-01   7.6289457e-01   7.6364220e-01   7.7424176e-01   7.4011562e-01   7.3237658e-01   7.0396738e-01   7.1723011e-01   7.1487711e-01   6.9953801e-01   6.8500665e-01   6.9758229e-01
   9.1060479e-01   9.1067348e-01   9.1071762e-01   9.1101224e-01   9.1100043e-01   9.1105241e-01   9.1119612e-01   9.1165980e-01   9.1158222e-01   9.1113240e-01   9.1159646e-01   9.1095010e-01   9.1147850e-01   9.0991587e-01   9.1057384e-01   9.0953022e-01   9.0933798e-01   9.1055764e-01   9.1060434e-01   9.1002066e-01   9.0830130e-01   9.1157586e-01   9.1007943e-01   9.1143648e-01   9.1106197e-01   9.1143967e-01   9.1155394e-01   9.1062050e-01   9.1094618e-01   9.1060200e-01   9.1073074e-01   9.1335167e-01   9.1141778e-01   9.1359922e-01   9.1198645e-01   9.1181082e-01   9.0876518e-01   9.1091183e-01   9.1080418e-01   9.1078626e-01   9.0917208e-01   9.1193417e-01   9.0814630e-01   9.0399596e-01   8.9966470e-01   8.9750717e-01   9.0267043e-01   8.8734397e-01   8.9387580e-01   8.8919267e-01   8.8903183e-01   8.9062708e-01   8.8457047e-01   8.7744642e-01   8.8160419e-01   8.7606918e-01   8.7212190e-01   8.7140496e-01   8.6571390e-01   8.6617675e-01   8.5697217e-01   8.5730835e-01   8.5853046e-01   8.6932378e-01   8.5479324e-01   8.6149993e-01   8.5574302e-01   8.5151598e-01   8.5107322e-01   8.4652969e-01   8.5198959e-01   8.5664330e-01   8.6294794e-01   8.5452680e-01   8.4791126e-01   8.5051312e-01   8.4303920e-01   8.4514092e-01   8.4423369e-01   8.3627894e-01   8.3063762e-01   8.2672314e-01   8.2582546e-01   8.2158362e-01   8.2383046e-01   8.1889535e-01   8.0607682e-01   8.0875960e-01   8.1512384e-01   8.0148404e-01   7.8919238e-01   7.9034860e-01   7.9834476e-01   7.8492031e-01   7.7362064e-01   7.5556186e-01   7.3532875e-01   7.2040344e-01   7.0525108e-01   6.9872151e-01
   8.9758318e-01   8.9801402e-01   8.9826651e-01   8.9846858e-01   8.9851816e-01   8.9830337e-01   8.9846911e-01   8.9853175e-01   8.9816086e-01   8.9815964e-01   8.9797973e-01   8.9837108e-01   8.9781798e-01   8.9836501e-01   8.9833289e-01   8.9664636e-01   8.9803091e-01   8.9874008e-01   8.9802168e-01   8.9727805e-01   8.9791232e-01   8.9859987e-01   8.9661771e-01   8.9985132e-01   8.9814300e-01   8.9784847e-01   8.9768117e-01   8.9689479e-01   8.9853523e-01   8.9765368e-01   8.9695274e-01   8.9816660e-01   8.9873748e-01   8.9829232e-01   8.9807988e-01   8.9721278e-01   8.9639068e-01   9.0086337e-01   8.9807261e-01   8.9846223e-01   8.9582142e-01   8.9117853e-01   9.0357341e-01   8.9504331e-01   8.9864865e-01   8.9433891e-01   8.8630054e-01   8.8523960e-01   8.8357562e-01   8.8663996e-01   8.8493664e-01   8.7359263e-01   8.7387052e-01   8.6730187e-01   8.7245500e-01   8.7485449e-01   8.6656163e-01   8.6812631e-01   8.6603641e-01   8.5480146e-01   8.5378318e-01   8.5453789e-01   8.4893523e-01   8.4647766e-01   8.3945596e-01   8.4715688e-01   8.4081896e-01   8.4088037e-01   8.3852942e-01   8.4585655e-01   8.4336987e-01   8.2058343e-01   8.3210166e-01   8.2786001e-01   8.2187533e-01   8.2189998e-01   8.2366362e-01   8.2070137e-01   8.0843551e-01   8.0377593e-01   7.9569148e-01   7.8433187e-01   7.9528757e-01   7.7782859e-01   7.8568447e-01   7.8608933e-01   7.8325117e-01   7.7834020e-01   7.4715687e-01   7.6052550e-01   7.5111537e-01   7.4873456e-01   7.5243076e-01   7.3034990e-01   7.3690465e-01   7.3977567e-01   7.3608101e-01   7.1888469e-01   7.1330793e-01   7.0548234e-01
   8.7651712e-01   8.7660740e-01   8.7673087e-01   8.7665944e-01   8.7668357e-01   8.7667967e-01   8.7689324e-01   8.7657863e-01   8.7683272e-01   8.7649787e-01   8.7717645e-01   8.7600675e-01   8.7702926e-01   8.7705364e-01   8.7741254e-01   8.7894401e-01   8.7668222e-01   8.7660824e-01   8.7883740e-01   8.7746774e-01   8.7824735e-01   8.7906624e-01   8.7908684e-01   8.7741392e-01   8.7907758e-01   8.7953993e-01   8.7899813e-01   8.8006620e-01   8.7819833e-01   8.7754766e-01   8.7770966e-01   8.7635624e-01   8.7856937e-01   8.7231244e-01   8.7330054e-01   8.7587185e-01   8.7762003e-01   8.7530636e-01   8.7126248e-01   8.6806063e-01   8.6899780e-01   8.7414379e-01   8.6527633e-01   8.6791413e-01   8.7760325e-01   8.6557879e-01   8.6416384e-01   8.6449066e-01   8.5404916e-01   8.5352187e-01   8.5108032e-01   8.4453504e-01   8.3763660e-01   8.3895283e-01   8.3254298e-01   8.3117489e-01   8.3324779e-01   8.2661189e-01   8.1779079e-01   8.1623966e-01   8.1469499e-01   8.1216163e-01   8.0319193e-01   7.9492882e-01   7.9147847e-01   7.9105539e-01   7.7726328e-01   7.7735072e-01   7.7348512e-01   7.7381608e-01   7.5903027e-01   7.7859086e-01   7.7359260e-01   7.6203013e-01   7.5327644e-01   7.5153412e-01   7.5932061e-01   7.6263710e-01   7.5439227e-01   7.5946888e-01   7.3390457e-01   7.4166639e-01   7.3576860e-01   7.5030974e-01   7.3104257e-01   7.3364767e-01   7.1852495e-01   7.4191421e-01   7.3598042e-01   7.4470641e-01   7.2401389e-01   7.4076477e-01   7.2702499e-01   7.3249277e-01   7.3573128e-01   7.1814773e-01   7.0371302e-01   6.8886740e-01   6.8333513e-01   6.8243012e-01
